Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Big Mummy,2021-12-30 08:02:23,PUSH_SEASONAL,PUSH,IN,en-GB,en-GB,,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-12-30 08:02:22,INAPP_SEASONAL,NOTIFICATIONS,IN,,,,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-12-18 06:30:15,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Decoupled,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-12-17 10:13:16,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Decoupled,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-12-11 06:34:18,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Aranyak,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-12-11 06:34:17,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Aranyak,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-12-08 10:53:15,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,Aranyak,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-12-08 10:37:23,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,Aranyak,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-12-05 11:30:35,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,14 Peaks: Nothing Is Impossible,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-12-05 11:30:29,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,14 Peaks: Nothing Is Impossible,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-26 07:33:30,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-26 07:33:30,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-25 11:54:18,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Hellbound,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-25 11:54:18,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Hellbound,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-25 08:22:23,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,True Story,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-25 08:22:23,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,True Story,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-20 08:25:09,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Dhamaka,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-20 08:25:09,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Dhamaka,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-17 08:22:30,PUSH_BTN_DOWNLOAD,PUSH,IN,en-GB,en-GB,Red Notice,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-17 08:22:29,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,IN,,,Red Notice,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-16 06:48:23,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,IN,,,Narcos: Mexico,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-16 06:48:23,PUSH_BTN_DOWNLOAD,PUSH,IN,en-GB,en-GB,Narcos: Mexico,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-15 07:17:14,PUSH_WATCH_IT_AGAIN,PUSH,IN,en-GB,en-GB,The Blacklist,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-15 07:17:11,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,IN,,,The Blacklist,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-14 06:34:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Red Notice,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-14 06:34:02,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Red Notice,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-12 07:34:18,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,IN,,,Squid Game,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-11-12 07:34:18,PUSH_BTN_DOWNLOAD,PUSH,IN,en-GB,en-GB,Squid Game,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-08 09:23:19,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,Animal,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-11-08 09:23:19,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,Animal,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-30 10:09:40,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Call My Agent Bollywood,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-30 10:07:00,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Call My Agent Bollywood,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-10-22 06:35:09,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,"Sex, Love & goop",SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-21 08:47:29,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,"Sex, Love & goop",SURESHTKUMAR.COM,,,,0
Big Mummy,2021-10-15 08:25:02,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,The Forgotten Battle,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-15 08:09:49,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,The Forgotten Battle,SURESHTKUMAR.COM,,,APPLE_iPhone14-2,0
Big Mummy,2021-10-13 08:27:20,PUSH_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,PUSH,IN,en-GB,en-GB,Self Made: Inspired by the Life of Madam C.J. Walker,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-13 08:26:36,INAPP_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,NOTIFICATIONS,IN,,,Self Made: Inspired by the Life of Madam C.J. Walker,SURESHTKUMAR.COM,,,APPLE_iPhone14-2,0
Big Mummy,2021-10-08 13:12:29,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,House of Secrets: The Burari Deaths,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-08 13:12:29,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,House of Secrets: The Burari Deaths,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-06 08:48:44,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,House of Secrets: The Burari Deaths,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-10-06 08:48:44,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,House of Secrets: The Burari Deaths,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-03 08:04:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Maid,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-10-03 08:04:08,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Maid,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-09-29 10:59:58,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,Maid,SURESHTKUMAR.COM,https://www.netflix.com/watch/81478814?trkid=13710079&MSG_TITLE=81478814&lnktrk=EMP&g=C4453FEB620330F13976EAE3A4D4386D64521B49&lkid=TRAILER&source=pnums&channelId=2eb27aa0-3926-11e9-8c73-9b498cd1a550,2021-09-30 05:29:57,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,1
Big Mummy,2021-09-29 10:59:57,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,Maid,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-09-22 10:41:51,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Crime Stories: India Detectives,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-09-22 10:41:51,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Crime Stories: India Detectives,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-09-18 06:38:15,PUSH_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,PUSH,IN,en-GB,en-GB,Sex/Life,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-09-18 06:38:11,INAPP_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,NOTIFICATIONS,IN,,,Sex/Life,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-09-03 11:10:21,PUSH_NEW_SEASON_ALERT,PUSH,IN,en-GB,en-GB,Money Heist,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-09-03 11:08:59,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,IN,,,Money Heist,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-09-01 08:48:17,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,Money Heist,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-09-01 08:48:17,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,Money Heist,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-31 11:30:17,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Kota Factory,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-31 11:30:17,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Kota Factory,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-27 07:22:14,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Money Heist,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-27 07:22:14,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Money Heist,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-20 06:53:15,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Sweet Girl,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-20 06:53:15,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Sweet Girl,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-17 07:16:03,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Downton Abbey,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-17 07:16:03,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Downton Abbey,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-14 07:04:10,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,IN,,,Bridgerton,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-14 07:04:10,PUSH_WATCH_IT_AGAIN,PUSH,IN,en-GB,en-GB,Bridgerton,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-13 07:55:03,INAPP_TOP_10,NOTIFICATIONS,IN,,,,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-13 07:55:03,PUSH_TOP_10,PUSH,IN,en-GB,en-GB,The Kissing Booth 3,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-06 07:47:13,PUSH_WATCH_IT_AGAIN,PUSH,IN,en-GB,en-GB,Virgin River,SURESHTKUMAR.COM,,,samsung_SM-M115F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,0
Big Mummy,2021-08-06 07:47:12,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,IN,,,Virgin River,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-02 08:13:46,PUSH_TOP_10,PUSH,IN,en-GB,en-GB,Mimi,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-08-02 08:11:21,INAPP_TOP_10,NOTIFICATIONS,IN,,,,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-01 08:24:19,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,IN,en-GB,en-GB,Perfect Stranger,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-08-01 08:24:18,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,IN,,,Perfect Stranger,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-08-01 07:24:00,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,IN,en-GB,en-GB,Chocolat,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-08-01 07:04:11,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,IN,,,Chocolat,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-31 07:34:04,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Navarasa,SURESHTKUMAR.COM,https://www.netflix.com/browse/coming-soon?lnktrk=EMP&g=34EB3F1A62D66C3E93CC2EF79754FAA764558FFE&lkid=URL_COMING_SOON&source=pnums,2021-08-01 04:31:56,samsung_SM-J600G,1
Big Mummy,2021-07-31 07:34:03,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Navarasa,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-29 13:10:59,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Feels Like Ishq,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-29 13:10:59,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Feels Like Ishq,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-29 09:02:04,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,IN,,,Resort to Love,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-29 09:02:04,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,IN,en-GB,en-GB,Resort to Love,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-26 08:05:39,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,IN,,,Just Mercy,SURESHTKUMAR.COM,,,APPLE_iPhone10-1,0
Big Mummy,2021-07-26 08:05:39,PUSH_THUMBS_LONG_PLAY,PUSH,IN,en-GB,en-GB,Just Mercy,SURESHTKUMAR.COM,https://www.netflix.com/notification/E253A21B743DF02B4DC28025A4CB836D645213B7?lnktrk=EMP&g=340165E69B032FBABFC7FC4EFE05F30D645517CA&lkid=URL_HIGH_LANDER&source=pnums,2021-07-26 11:08:59,samsung_SM-J600G,1
Big Mummy,2021-07-24 07:45:43,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,IN,en-GB,en-GB,"Paul, Apostle of Christ",SURESHTKUMAR.COM,https://www.netflix.com/title/80217054?trkid=13710079&MSG_TITLE=80217054&lnktrk=EMP&g=B24AEB5B0B9C9886F334DD4816888AD46456505A&lkid=mdpLink&source=pnums,2021-07-24 11:46:14,samsung_SM-J600G,1
Big Mummy,2021-07-24 07:21:46,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,IN,,,"Paul, Apostle of Christ",SURESHTKUMAR.COM,,,APPLE_iPhone10-1,0
Big Mummy,2021-07-24 06:52:21,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Mimi,SURESHTKUMAR.COM,https://www.netflix.com/browse/coming-soon?lnktrk=EMP&g=5E5ACE2FBF6F84A94FCD37A31017FE2064556BB0&lkid=URL_COMING_SOON&source=pnums,2021-07-24 08:28:50,samsung_SM-J600G,1
Big Mummy,2021-07-24 06:52:19,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Mimi,SURESHTKUMAR.COM,,,APPLE_iPhone10-1,0
Big Mummy,2021-07-21 06:50:26,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,IN,en-GB,en-GB,Just Mercy,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-21 06:50:24,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,IN,,,Just Mercy,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-15 08:08:26,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Never Have I Ever,SURESHTKUMAR.COM,https://www.netflix.com/browse/coming-soon?lnktrk=EMP&g=6ACD611290912E28FFFE47375E744FE76452AC01&lkid=URL_COMING_SOON&source=pnums,2021-07-15 12:29:10,samsung_SM-J600G,1
Big Mummy,2021-07-15 08:08:25,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Never Have I Ever,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-14 12:14:32,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,The Cook of Castamar,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-14 12:14:32,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,The Cook of Castamar,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-14 06:52:20,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,The Good Doctor,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-14 06:52:19,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,The Good Doctor,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-10 06:57:25,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,IN,,,Bloodline,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-10 06:57:25,PUSH_THUMBS_SHORT_PLAY,PUSH,IN,en-GB,en-GB,Bloodline,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-09 13:21:15,PUSH_NEW_SEASON_ALERT,PUSH,IN,en-GB,en-GB,Virgin River,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-09 13:21:14,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,IN,,,Virgin River,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-08 06:49:22,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Virgin River,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-08 06:49:19,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Virgin River,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-02 12:29:21,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Haseen Dillruba,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-02 11:10:14,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Haseen Dillruba,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-01 11:44:58,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Sex/Life,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-07-01 11:44:44,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Sex/Life,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-07-01 07:07:25,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,IN,,,Is Love Enough? Sir,SURESHTKUMAR.COM,,,edge-cadmium,0
Big Mummy,2021-07-01 07:07:25,PUSH_THUMBS_SHORT_PLAY,PUSH,IN,en-GB,en-GB,Is Love Enough? Sir,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-06-30 08:02:37,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,Haseen Dillruba,SURESHTKUMAR.COM,,,edge-cadmium,0
Big Mummy,2021-06-30 08:02:37,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,Haseen Dillruba,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-06-29 08:27:44,INAPP_NEW_ARRIVALS,NOTIFICATIONS,IN,,,Ray,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-06-29 08:27:44,PUSH_NEW_ARRIVALS,PUSH,IN,en-GB,en-GB,Ray,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-06-27 07:14:07,INAPP_COMING_SOON,NOTIFICATIONS,IN,,,Haseen Dillruba,SURESHTKUMAR.COM,,,edge-cadmium,0
Big Mummy,2021-06-27 07:14:07,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,Haseen Dillruba,SURESHTKUMAR.COM,,2021-06-29 13:36:01,samsung_SM-J600G,1
Big Mummy,2021-06-21 07:01:49,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,IN,,,Lupin,SURESHTKUMAR.COM,,,edge-cadmium,0
Big Mummy,2021-06-21 07:01:49,PUSH_THUMBS_LONG_PLAY,PUSH,IN,en-GB,en-GB,Lupin,SURESHTKUMAR.COM,https://www.netflix.com/notification/4D2062CC17DF06FD9D4B3EA5C3633083645524F4?lnktrk=EMP&g=86FC43D6B0476D561C26AE2378004CF864556953&lkid=URL_HIGH_LANDER&source=pnums,2021-06-21 08:43:40,samsung_SM-J600G,1
Big Mummy,2021-06-20 13:05:29,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,IN,,,The Gift,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-06-20 13:05:29,PUSH_NEW_SEASON_ALERT,PUSH,IN,en-GB,en-GB,The Gift,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-06-15 11:19:26,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,The Gift,SURESHTKUMAR.COM,,2021-06-16 04:56:04,samsung_SM-J600G,1
Big Mummy,2021-06-15 10:56:06,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,The Gift,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-06-15 07:11:14,PUSH_THUMBS_SHORT_PLAY,PUSH,IN,en-GB,en-GB,The Blacklist,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-06-15 07:11:13,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,IN,,,The Blacklist,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-05-15 07:26:33,PUSH_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,PUSH,IN,en-GB,en-GB,The Last Castle,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-05-06 08:08:21,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,IN,,,Rise of Empires: Ottoman,SURESHTKUMAR.COM,,,Amazon_AFTT,0
Big Mummy,2021-05-06 08:08:21,PUSH_THUMBS_LONG_PLAY,PUSH,IN,en-GB,en-GB,Rise of Empires: Ottoman,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-04-25 11:53:05,PUSH_ORIGINALS_PREPROMOTE,PUSH,IN,en-GB,en-GB,Fatma,SURESHTKUMAR.COM,https://www.netflix.com/watch/81425040?trkid=13710079&MSG_TITLE=81425040&lnktrk=EMP&g=DCB8D26FACB282D18CFBC011CFD80AFF64527FC7&lkid=TRAILER&source=pnums,2021-04-26 08:47:49,samsung_SM-J600G,1
Big Mummy,2021-04-25 11:21:45,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,IN,,,Fatma,SURESHTKUMAR.COM,,,Amazon_AFTT,0
Big Mummy,2021-04-06 07:37:08,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,IN,,,Zindagi Gulzar Hai,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-04-06 07:37:08,PUSH_WATCH_IT_AGAIN,PUSH,IN,en-GB,en-GB,Zindagi Gulzar Hai,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-04-04 07:58:12,PUSH_TOP_10,PUSH,IN,en-GB,en-GB,Pagglait,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-04-04 07:58:11,INAPP_TOP_10,NOTIFICATIONS,IN,,,Pagglait,SURESHTKUMAR.COM,,,,0
Big Mummy,2021-03-31 06:42:38,PUSH_WATCH_IT_AGAIN,PUSH,IN,en-GB,en-GB,Seven Years in Tibet,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-03-30 06:33:50,PUSH_COMING_SOON,PUSH,IN,en-GB,en-GB,The Serpent,SURESHTKUMAR.COM,,,samsung_SM-J600G,0
Big Mummy,2021-03-29 07:26:14,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,IN,,,Seven Years in Tibet,SURESHTKUMAR.COM,,,,0
